id_pelanggan,id_produk,nilai_rating_produk,tanggal_review
CUST003707,PROD001793,4,2024-11-16
CUST002675,PROD001322,3,2025-04-05
CUST002675,PROD001542,1,2025-04-01
CUST002675,PROD000910,3,2025-03-29
CUST002675,PROD001859,1,2025-03-25
CUST002675,PROD000242,4,2025-03-30
CUST003246,PROD001857,3,2024-07-12
CUST001523,PROD000811,1,2025-03-14
CUST001523,PROD000987,2,2025-03-17
CUST006976,PROD001849,3,2024-07-26
CUST001001,PROD000727,2,2024-09-01
CUST001001,PROD001475,1,2024-09-07
CUST001001,PROD000614,5,2024-08-28
CUST007236,PROD001995,3,2025-02-09
CUST007236,PROD001762,5,2025-01-30
CUST007236,PROD001117,3,2025-02-02
CUST007236,PROD001435,2,2025-02-07
CUST007236,PROD001508,4,2025-02-06
CUST008072,PROD001552,4,2024-06-24
CUST005805,PROD000684,3,2024-07-26
CUST005805,PROD001506,5,2024-07-27
CUST005805,PROD000352,4,2024-07-25
CUST002212,PROD001349,3,2024-12-21
CUST005225,PROD000376,5,2024-12-05
CUST005225,PROD000376,4,2024-12-14
CUST002753,PROD001804,2,2024-10-25
CUST002753,PROD001624,1,2024-10-28
CUST002753,PROD000589,1,2024-11-02
CUST000221,PROD000082,3,2025-04-01
CUST000221,PROD000108,2,2025-04-04
CUST000645,PROD001178,2,2024-06-17
CUST008827,PROD000178,1,2025-04-19
CUST000767,PROD000657,4,2024-12-28
CUST000900,PROD001461,3,2025-01-30
CUST000900,PROD000468,4,2025-01-25
CUST000900,PROD001379,2,2025-02-03
CUST006724,PROD001466,3,2024-07-28
CUST006724,PROD000239,4,2024-07-26
CUST008575,PROD001619,5,2024-11-29
CUST007022,PROD001712,2,2024-07-08
CUST007022,PROD000354,2,2024-06-29
CUST007022,PROD000588,3,2024-07-03
CUST007022,PROD001581,2,2024-07-06
CUST003589,PROD001688,5,2024-10-17
CUST003589,PROD001559,3,2024-10-23
CUST003589,PROD001583,4,2024-10-13
CUST003589,PROD001725,1,2024-10-19
CUST003589,PROD000576,5,2024-10-13
CUST003722,PROD001488,5,2025-02-17
CUST003722,PROD000067,5,2025-02-12
CUST003722,PROD000160,3,2025-02-05
CUST008008,PROD001035,4,2025-04-25
CUST008008,PROD000105,5,2025-04-23
CUST004201,PROD001134,1,2024-12-26
CUST004201,PROD001529,2,2024-12-22
CUST002736,PROD001331,2,2025-03-18
CUST002736,PROD000745,1,2025-03-20
CUST002736,PROD000692,4,2025-03-17
CUST002736,PROD000547,2,2025-03-17
CUST000444,PROD000965,5,2024-12-15
CUST000444,PROD001911,4,2024-12-16
CUST000444,PROD001316,1,2024-12-23
CUST008387,PROD000096,5,2025-01-16
CUST008387,PROD000850,2,2025-01-26
CUST005287,PROD001423,5,2024-06-15
CUST006924,PROD000061,1,2025-05-22
CUST006924,PROD001562,5,2025-05-22
CUST006924,PROD000031,5,2025-06-01
CUST003824,PROD001251,3,2025-01-27
CUST003824,PROD000324,5,2025-01-29
CUST003841,PROD001418,5,2024-07-12
CUST003841,PROD001251,5,2024-07-13
CUST003841,PROD000368,5,2024-07-20
CUST003841,PROD000900,5,2024-07-11
CUST004450,PROD001663,1,2024-10-04
CUST004450,PROD000955,4,2024-09-28
CUST008225,PROD000704,1,2024-06-10
CUST001687,PROD000191,1,2024-12-12
CUST001687,PROD000235,2,2024-12-14
CUST001687,PROD000845,1,2024-12-12
CUST001687,PROD000417,1,2024-12-13
CUST001075,PROD001127,3,2025-01-25
CUST001075,PROD000669,4,2025-01-13
CUST001075,PROD000302,3,2025-01-22
CUST009257,PROD001106,1,2024-09-06
CUST009257,PROD000789,4,2024-09-04
CUST009257,PROD000803,5,2024-08-28
CUST002187,PROD001890,3,2024-06-08
CUST002187,PROD000552,4,2024-06-13
CUST003013,PROD000366,2,2025-04-22
CUST004887,PROD000940,5,2024-08-18
CUST004887,PROD001863,1,2024-08-22
CUST004887,PROD000512,4,2024-08-28
CUST004812,PROD000456,5,2024-09-30
CUST004812,PROD001544,4,2024-10-09
CUST004812,PROD001618,1,2024-09-30
CUST003983,PROD000926,3,2024-12-22
CUST003983,PROD001924,2,2024-12-19
CUST003983,PROD001968,4,2024-12-17
CUST003983,PROD000826,5,2024-12-26
CUST003983,PROD000836,3,2024-12-19
CUST009527,PROD001949,4,2024-11-08
CUST003024,PROD001943,2,2024-08-21
CUST003024,PROD001828,5,2024-08-28
CUST003024,PROD001347,5,2024-08-30
CUST008982,PROD001139,4,2024-10-05
CUST008982,PROD001252,4,2024-10-10
CUST008982,PROD000026,5,2024-10-02
CUST008982,PROD000354,3,2024-10-11
CUST009962,PROD000825,3,2024-09-29
CUST009962,PROD000610,4,2024-10-08
CUST009962,PROD001905,1,2024-10-07
CUST009962,PROD001960,2,2024-10-08
CUST000554,PROD001058,5,2024-10-17
CUST000554,PROD000963,5,2024-10-24
CUST007124,PROD000608,2,2025-05-01
CUST007124,PROD000114,2,2025-04-25
CUST000508,PROD001145,5,2025-03-22
CUST000508,PROD001887,3,2025-03-26
CUST000508,PROD000824,1,2025-03-13
CUST007764,PROD000882,2,2025-05-03
CUST000111,PROD001345,3,2024-11-08
CUST006631,PROD000717,5,2024-07-12
CUST002939,PROD001480,4,2024-06-25
CUST002939,PROD000397,3,2024-06-20
CUST002939,PROD001745,3,2024-06-24
CUST002939,PROD001127,4,2024-06-21
CUST007066,PROD000135,4,2024-06-16
CUST007066,PROD000659,1,2024-06-18
CUST007066,PROD001611,5,2024-06-20
CUST005854,PROD000711,2,2024-07-14
CUST005854,PROD001990,1,2024-07-21
CUST005854,PROD001144,3,2024-07-13
CUST005854,PROD001116,1,2024-07-19
CUST005854,PROD000658,5,2024-07-19
CUST007747,PROD001469,1,2024-05-30
CUST008841,PROD000050,4,2024-10-18
CUST008841,PROD001575,1,2024-10-23
CUST008841,PROD000489,5,2024-10-25
CUST008841,PROD001136,1,2024-10-16
CUST008841,PROD001352,2,2024-10-12
CUST006419,PROD000579,2,2024-11-16
CUST006419,PROD001776,4,2024-11-12
CUST006419,PROD000271,5,2024-11-10
CUST006419,PROD000960,5,2024-11-07
CUST001519,PROD000776,3,2025-03-05
CUST009070,PROD000382,4,2024-11-21
CUST002604,PROD000978,3,2024-08-12
CUST002604,PROD000984,1,2024-08-20
CUST002604,PROD001769,2,2024-08-18
CUST001310,PROD000695,4,2025-01-11
CUST001310,PROD000369,5,2025-01-19
CUST001310,PROD000770,2,2025-01-07
CUST006298,PROD001858,5,2024-07-07
CUST006298,PROD000822,1,2024-07-14
CUST006298,PROD000806,2,2024-07-07
CUST006298,PROD000889,5,2024-07-03
CUST006298,PROD001817,4,2024-07-11
CUST004358,PROD001202,1,2024-06-02
CUST004358,PROD001650,2,2024-05-31
CUST005978,PROD001572,4,2024-08-13
CUST005978,PROD001426,1,2024-08-17
CUST009413,PROD000882,3,2025-04-30
CUST009413,PROD001355,5,2025-04-27
CUST009413,PROD001950,5,2025-04-27
CUST009413,PROD001972,3,2025-04-27
CUST003689,PROD001472,3,2025-02-15
CUST008674,PROD000322,3,2024-09-20
CUST008674,PROD000306,1,2024-09-17
CUST008674,PROD000645,2,2024-09-10
CUST008674,PROD001986,2,2024-09-16
CUST005073,PROD000832,1,2025-03-01
CUST003775,PROD000867,5,2025-05-12
CUST003775,PROD000127,3,2025-05-09
CUST003775,PROD000154,3,2025-05-10
CUST009561,PROD001306,3,2024-06-28
CUST009561,PROD001736,4,2024-06-25
CUST009561,PROD001135,5,2024-06-27
CUST009561,PROD001014,4,2024-06-30
CUST001454,PROD001155,3,2025-03-06
CUST007086,PROD001431,2,2025-02-08
CUST007086,PROD000830,5,2025-01-31
CUST007086,PROD001888,2,2025-02-10
CUST007540,PROD000970,2,2024-12-16
CUST007540,PROD000459,2,2024-12-10
CUST007540,PROD000096,1,2024-12-07
CUST007540,PROD001179,1,2024-12-05
CUST006936,PROD001014,5,2025-04-13
CUST006936,PROD000306,4,2025-04-14
CUST005430,PROD001837,3,2024-11-12
CUST005430,PROD000894,1,2024-11-14
CUST003306,PROD000438,4,2025-03-13
CUST003306,PROD001281,4,2025-03-03
CUST003306,PROD000921,1,2025-03-04
CUST006786,PROD001896,3,2025-02-17
CUST000858,PROD001631,1,2024-09-25
CUST000858,PROD001491,3,2024-10-03
CUST000858,PROD001491,3,2024-09-28
CUST000858,PROD000038,4,2024-09-27
CUST000858,PROD001601,4,2024-09-27
CUST006886,PROD001726,2,2024-08-11
CUST007338,PROD001203,4,2024-10-20
CUST004552,PROD000030,2,2025-04-08
CUST004552,PROD000293,3,2025-04-02
CUST004552,PROD000444,5,2025-03-30
CUST004552,PROD000527,2,2025-03-28
CUST008980,PROD001152,1,2025-03-18
CUST008980,PROD001434,4,2025-03-25
CUST007555,PROD000420,4,2025-02-13
CUST007555,PROD000119,3,2025-02-18
CUST006064,PROD000802,5,2024-12-22
CUST006064,PROD000878,5,2024-12-21
CUST006064,PROD001588,5,2024-12-27
CUST003956,PROD000104,4,2024-05-29
CUST001371,PROD001845,5,2024-12-16
CUST001371,PROD000833,5,2024-12-16
CUST001371,PROD001940,3,2024-12-18
CUST008087,PROD000015,3,2024-11-27
CUST008537,PROD000784,2,2024-12-23
CUST008537,PROD000533,5,2024-12-31
CUST008537,PROD000968,2,2025-01-03
CUST003303,PROD001777,1,2025-02-28
CUST004017,PROD000316,1,2024-12-24
CUST004017,PROD000356,1,2024-12-23
CUST004017,PROD001108,1,2024-12-21
CUST009974,PROD000975,5,2024-10-26
CUST009974,PROD001798,3,2024-10-17
CUST009974,PROD000314,3,2024-10-16
CUST006378,PROD000951,4,2025-04-16
CUST008064,PROD001174,5,2024-10-28
CUST008064,PROD001697,2,2024-10-23
CUST002517,PROD000586,5,2024-06-17
CUST002517,PROD000749,5,2024-06-13
CUST002517,PROD001842,5,2024-06-22
CUST002517,PROD001478,5,2024-06-20
CUST002116,PROD000218,2,2025-04-05
CUST002116,PROD000345,3,2025-04-12
CUST002116,PROD001480,3,2025-04-11
CUST002716,PROD000395,2,2025-01-22
CUST002716,PROD001728,1,2025-01-26
CUST002716,PROD001085,2,2025-01-24
CUST004832,PROD001276,4,2024-08-08
CUST004832,PROD001901,2,2024-08-15
CUST004832,PROD000451,5,2024-08-15
CUST004832,PROD001030,2,2024-08-10
CUST003736,PROD001464,1,2025-01-30
CUST003736,PROD001375,4,2025-01-30
CUST003736,PROD001190,4,2025-01-24
CUST006894,PROD001108,4,2025-02-16
CUST006894,PROD001534,3,2025-02-04
CUST006894,PROD001195,1,2025-02-12
CUST006894,PROD001143,5,2025-02-11
CUST006894,PROD001561,4,2025-02-05
CUST009011,PROD001404,2,2024-09-11
CUST009011,PROD001216,1,2024-09-11
CUST009011,PROD001917,1,2024-09-18
CUST009011,PROD001295,5,2024-09-17
CUST000436,PROD000076,2,2025-04-29
CUST000436,PROD000450,5,2025-04-29
CUST000436,PROD000295,2,2025-04-23
CUST000436,PROD000563,4,2025-05-03
CUST000436,PROD001355,1,2025-04-27
CUST003975,PROD000848,2,2024-11-16
CUST003975,PROD001996,4,2024-11-14
CUST003975,PROD000028,1,2024-11-14
CUST003975,PROD001348,3,2024-11-08
CUST000700,PROD001075,2,2025-05-19
CUST008464,PROD001101,3,2024-10-13
CUST008464,PROD001948,1,2024-10-23
CUST003252,PROD001678,1,2024-12-28
CUST003252,PROD001194,4,2024-12-30
CUST003252,PROD001266,2,2024-12-30
CUST004375,PROD001177,2,2024-12-07
CUST004375,PROD001679,3,2024-12-01
CUST004375,PROD001668,2,2024-11-28
CUST004375,PROD001256,4,2024-12-07
CUST008291,PROD001232,4,2025-05-06
CUST008291,PROD000479,2,2025-05-04
CUST004917,PROD001101,4,2024-07-22
CUST004917,PROD000615,4,2024-07-23
CUST004172,PROD001888,5,2024-12-19
CUST001883,PROD001839,1,2025-01-08
CUST001883,PROD000829,3,2025-01-08
CUST001621,PROD001445,2,2024-09-26
CUST007977,PROD001098,2,2025-01-18
CUST007977,PROD001989,2,2025-01-08
CUST006960,PROD000852,5,2025-04-13
CUST006186,PROD001888,2,2025-01-06
CUST008000,PROD000148,3,2024-11-26
CUST008000,PROD001668,1,2024-11-26
CUST008000,PROD001264,3,2024-12-04
CUST008000,PROD000129,3,2024-11-28
CUST008000,PROD000890,4,2024-12-04
CUST000861,PROD000447,3,2024-08-02
CUST000861,PROD001506,3,2024-07-30
CUST000861,PROD000730,2,2024-07-31
CUST000861,PROD000996,3,2024-08-03
CUST003413,PROD001093,3,2024-10-10
CUST001084,PROD000305,5,2024-10-05
CUST001084,PROD000938,3,2024-10-10
CUST001084,PROD000438,1,2024-10-12
CUST004744,PROD000871,5,2024-06-01
CUST004744,PROD001648,1,2024-06-01
CUST004744,PROD001481,1,2024-06-04
CUST004744,PROD000640,1,2024-06-06
CUST001064,PROD001936,1,2024-10-09
CUST008992,PROD000867,4,2025-01-23
CUST008992,PROD001719,1,2025-01-19
CUST003243,PROD000026,2,2024-09-29
CUST007074,PROD000345,3,2024-11-13
CUST007074,PROD001615,4,2024-11-18
CUST000601,PROD000291,4,2024-07-27
CUST000601,PROD000870,5,2024-07-25
CUST000601,PROD000289,3,2024-07-16
CUST000601,PROD000476,2,2024-07-24
CUST000774,PROD000234,2,2024-12-04
CUST000774,PROD000458,2,2024-12-03
CUST000774,PROD000745,2,2024-12-01
CUST000774,PROD000325,3,2024-12-04
CUST006746,PROD000819,5,2025-05-11
CUST006746,PROD000907,3,2025-05-09
CUST006746,PROD001196,3,2025-05-10
CUST006746,PROD000357,5,2025-05-19
CUST006746,PROD001948,4,2025-05-19
CUST007759,PROD000364,3,2025-04-13
CUST007759,PROD000829,4,2025-04-12
CUST007759,PROD001966,5,2025-04-15
CUST001087,PROD000853,3,2024-10-16
CUST001087,PROD000449,3,2024-10-18
CUST006453,PROD001532,4,2025-01-04
CUST006453,PROD001012,3,2025-01-02
CUST008196,PROD001497,4,2025-01-10
CUST008196,PROD001209,5,2025-01-10
CUST008196,PROD001613,3,2025-01-02
CUST008196,PROD001763,1,2025-01-09
CUST001664,PROD000971,2,2024-12-18
CUST000067,PROD001852,4,2024-07-16
CUST000067,PROD001499,2,2024-07-15
CUST000067,PROD000251,5,2024-07-17
CUST000067,PROD001574,4,2024-07-21
CUST000067,PROD000377,2,2024-07-27
CUST009473,PROD000421,2,2025-04-22
CUST009473,PROD000024,3,2025-04-24
CUST008285,PROD001472,5,2025-04-29
CUST008285,PROD000053,2,2025-05-06
CUST008285,PROD000448,1,2025-04-29
CUST001719,PROD001163,1,2024-12-18
CUST001719,PROD001560,3,2024-12-12
CUST004455,PROD001960,1,2024-09-25
CUST001494,PROD001581,2,2024-07-19
CUST001186,PROD001914,2,2025-04-09
CUST000982,PROD001159,5,2024-09-21
CUST000982,PROD000783,4,2024-09-20
CUST008119,PROD000622,2,2024-07-22
CUST008119,PROD001988,1,2024-08-01
CUST004741,PROD001913,2,2024-07-19
CUST004741,PROD001987,3,2024-07-18
CUST008043,PROD000077,1,2024-12-15
CUST001248,PROD001223,2,2025-05-31
CUST001248,PROD000796,3,2025-05-25
CUST001248,PROD000360,1,2025-05-25
CUST000034,PROD001914,5,2024-08-12
CUST004521,PROD001168,1,2025-02-15
CUST004521,PROD000757,3,2025-02-25
CUST004521,PROD000887,4,2025-02-25
CUST004521,PROD000427,3,2025-02-23
CUST003019,PROD001558,1,2025-01-12
CUST007806,PROD000228,4,2024-06-16
CUST007806,PROD000863,5,2024-06-15
CUST007293,PROD000121,1,2024-07-26
CUST007293,PROD000996,4,2024-07-14
CUST007293,PROD000835,1,2024-07-25
CUST007293,PROD001351,5,2024-07-16
CUST002427,PROD001078,5,2024-09-05
CUST002427,PROD001220,1,2024-08-31
CUST007155,PROD001074,1,2024-10-28
CUST007155,PROD001744,1,2024-10-24
CUST007155,PROD001459,5,2024-10-21
CUST005455,PROD000840,2,2024-08-05
CUST005455,PROD001128,5,2024-08-05
CUST005455,PROD000458,3,2024-08-07
CUST005455,PROD001020,2,2024-07-26
CUST007613,PROD001486,4,2025-03-07
CUST007613,PROD001222,3,2025-03-17
CUST007613,PROD001874,5,2025-03-13
CUST007613,PROD000627,3,2025-03-12
CUST003057,PROD001413,5,2025-03-18
CUST009958,PROD000680,4,2025-02-28
CUST009958,PROD001549,1,2025-02-25
CUST009958,PROD000818,1,2025-03-03
CUST009958,PROD001898,1,2025-03-05
CUST004897,PROD001049,4,2025-03-30
CUST002634,PROD001761,1,2025-04-30
CUST002634,PROD001089,2,2025-04-21
CUST002634,PROD001846,5,2025-04-22
CUST002634,PROD000010,2,2025-04-25
CUST005044,PROD001095,5,2024-07-24
CUST005044,PROD001901,4,2024-08-02
CUST005044,PROD001154,2,2024-07-24
CUST006045,PROD001271,3,2025-01-14
CUST005279,PROD000042,2,2025-04-22
CUST005279,PROD001854,4,2025-04-17
CUST005279,PROD000324,5,2025-04-18
CUST002275,PROD001854,5,2024-08-03
CUST002275,PROD000361,4,2024-08-03
CUST000082,PROD000249,1,2024-12-20
CUST000082,PROD000619,3,2024-12-25
CUST000125,PROD000218,2,2024-08-28
CUST006123,PROD000005,5,2025-04-09
CUST005597,PROD001466,4,2025-01-12
CUST005597,PROD000132,5,2025-01-06
CUST005597,PROD000634,5,2025-01-10
CUST005597,PROD001663,3,2025-01-05
CUST003559,PROD001574,3,2024-08-06
CUST003559,PROD000904,4,2024-08-03
CUST003559,PROD000027,3,2024-08-04
CUST003559,PROD000402,1,2024-08-01
CUST007011,PROD001328,5,2024-12-26
CUST007011,PROD000328,3,2025-01-06
CUST007011,PROD000977,1,2025-01-05
CUST007011,PROD001633,2,2024-12-28
CUST004029,PROD000050,4,2024-07-04
CUST004029,PROD000419,2,2024-06-29
CUST004029,PROD001401,5,2024-07-02
CUST006203,PROD000172,5,2025-04-17
CUST006203,PROD000639,2,2025-04-15
CUST006203,PROD000929,5,2025-04-18
CUST006203,PROD001541,2,2025-04-26
CUST003987,PROD001350,4,2025-05-24
CUST003987,PROD001255,5,2025-05-25
CUST003987,PROD001462,5,2025-05-28
CUST003987,PROD000414,5,2025-05-23
CUST002682,PROD001785,4,2025-05-21
CUST002682,PROD000375,2,2025-05-24
CUST004079,PROD000533,5,2025-02-04
CUST004079,PROD000873,5,2025-02-13
CUST004079,PROD000590,1,2025-02-01
CUST004079,PROD000629,1,2025-02-05
CUST006772,PROD001759,1,2025-03-29
CUST006772,PROD001775,4,2025-03-31
CUST006772,PROD001794,5,2025-03-21
CUST003792,PROD001775,1,2024-11-15
CUST009294,PROD000940,5,2025-01-27
CUST008679,PROD001586,2,2024-08-11
CUST004420,PROD000025,2,2024-11-14
CUST004420,PROD001606,1,2024-11-04
CUST002483,PROD001584,2,2024-06-21
CUST002483,PROD000867,1,2024-06-15
CUST002483,PROD001940,5,2024-06-20
CUST009917,PROD001311,4,2024-12-20
CUST009917,PROD001796,3,2024-12-24
CUST009917,PROD001879,1,2024-12-27
CUST006131,PROD000802,5,2024-06-29
CUST006131,PROD001316,2,2024-06-17
CUST008584,PROD000578,3,2025-02-08
CUST006647,PROD001070,5,2024-12-12
CUST006647,PROD001323,3,2024-12-15
CUST005772,PROD001058,1,2025-02-13
CUST005772,PROD000998,1,2025-02-06
CUST005772,PROD001971,1,2025-02-13
CUST005772,PROD000830,2,2025-02-14
CUST007926,PROD000232,4,2025-05-27
CUST007926,PROD000899,5,2025-05-31
CUST007926,PROD000414,1,2025-05-26
CUST007807,PROD000731,3,2024-06-22
CUST007807,PROD000865,5,2024-06-15
CUST007807,PROD000757,2,2024-06-16
CUST009479,PROD001351,4,2025-05-09
CUST009479,PROD000687,3,2025-05-07
CUST009479,PROD000877,2,2025-05-10
CUST000071,PROD000367,5,2024-09-10
CUST000071,PROD001148,1,2024-09-09
CUST000071,PROD001455,5,2024-09-06
CUST006073,PROD001893,1,2024-11-03
CUST006073,PROD001309,5,2024-10-26
CUST002735,PROD000600,4,2025-02-08
CUST002735,PROD000407,1,2025-01-28
CUST002735,PROD000907,2,2025-01-28
CUST002735,PROD001468,3,2025-02-01
CUST008010,PROD000962,4,2024-09-23
CUST008010,PROD001915,4,2024-09-19
CUST008010,PROD000222,4,2024-09-19
CUST008010,PROD000717,4,2024-09-17
CUST004850,PROD000399,1,2024-06-16
CUST004850,PROD001260,3,2024-06-18
CUST002268,PROD000261,3,2025-05-17
CUST002268,PROD000500,1,2025-05-12
CUST005929,PROD000686,1,2025-05-24
CUST001354,PROD000859,2,2024-11-07
CUST001354,PROD000822,2,2024-11-18
CUST004287,PROD001040,4,2025-01-26
CUST004287,PROD001832,3,2025-01-22
CUST004287,PROD001169,3,2025-01-22
CUST006299,PROD001664,1,2024-09-30
CUST006299,PROD001931,4,2024-10-10
CUST006936,PROD001476,1,2024-12-03
CUST006936,PROD000081,2,2024-12-10
CUST000341,PROD001618,1,2025-03-07
CUST000341,PROD001146,2,2025-03-11
CUST000341,PROD001015,2,2025-03-08
CUST003247,PROD001663,1,2024-09-23
CUST003247,PROD001480,5,2024-10-01
