id_order,id_produk,harga,jumlah,total_item
ORD00000017,PROD000461,124000.0,1,124000.0
ORD00000018,PROD001695,4682000.0,3,14046000.0
ORD00000018,PROD000230,4944000.0,2,9888000.0
ORD00000018,PROD001178,4433000.0,3,13299000.0
ORD00000019,PROD001813,1028000.0,2,2056000.0
ORD00000019,PROD001621,3942000.0,3,11826000.0
ORD00000019,PROD000950,2436000.0,2,4872000.0
ORD00000019,PROD001860,2247000.0,1,2247000.0
ORD00000019,PROD000935,3533000.0,2,7066000.0
ORD00000020,PROD000598,2322000.0,3,6966000.0
ORD00000020,PROD000268,2585000.0,1,2585000.0
ORD00000020,PROD000827,4291000.0,3,12873000.0
ORD00000020,PROD001912,1495000.0,1,1495000.0
ORD00000021,PROD000920,1821000.0,1,1821000.0
ORD00000021,PROD001176,4494000.0,3,13482000.0
ORD00000021,PROD000384,3138000.0,1,3138000.0
ORD00000022,PROD001849,2783000.0,2,5566000.0
ORD00000022,PROD000005,980000.0,1,980000.0
ORD00000022,PROD000772,3549000.0,1,3549000.0
ORD00000023,PROD001171,3482000.0,3,10446000.0
ORD00000023,PROD000249,4232000.0,2,8464000.0
ORD00000023,PROD000048,1283000.0,3,3849000.0
ORD00000023,PROD001742,3220000.0,1,3220000.0
ORD00000023,PROD001681,3666000.0,1,3666000.0
ORD00000024,PROD000092,1886000.0,2,3772000.0
ORD00000024,PROD000615,4223000.0,3,12669000.0
ORD00000024,PROD001948,4624000.0,1,4624000.0
ORD00000024,PROD001775,1472000.0,3,4416000.0
ORD00000024,PROD000502,1909000.0,1,1909000.0
ORD00000025,PROD001481,3459000.0,1,3459000.0
ORD00000026,PROD001323,3634000.0,2,7268000.0
ORD00000026,PROD000290,4803000.0,3,14409000.0
ORD00000026,PROD000633,2262000.0,1,2262000.0
ORD00000026,PROD000388,1028000.0,3,3084000.0
ORD00000026,PROD000141,1367000.0,2,2734000.0
ORD00000027,PROD001244,2823000.0,3,8469000.0
ORD00000027,PROD001768,4769000.0,2,9538000.0
ORD00000027,PROD000196,1190000.0,1,1190000.0
ORD00000027,PROD001660,2918000.0,1,2918000.0
ORD00000027,PROD001411,935000.0,3,2805000.0
ORD00000028,PROD000289,4333000.0,1,4333000.0
ORD00000028,PROD001088,977000.0,2,1954000.0
ORD00000028,PROD001026,806000.0,1,806000.0
ORD00000028,PROD001018,4606000.0,2,9212000.0
ORD00000029,PROD000843,625000.0,2,1250000.0
ORD00000029,PROD000931,1849000.0,1,1849000.0
ORD00000030,PROD001407,2836000.0,2,5672000.0
ORD00000031,PROD000235,1644000.0,1,1644000.0
ORD00000031,PROD000449,4394000.0,1,4394000.0
ORD00000031,PROD000111,1996000.0,1,1996000.0
ORD00000031,PROD000294,2670000.0,2,5340000.0
ORD00000032,PROD001342,3825000.0,2,7650000.0
ORD00000033,PROD000640,3336000.0,2,6672000.0
ORD00000033,PROD001831,1525000.0,1,1525000.0
ORD00000033,PROD000859,3247000.0,1,3247000.0
ORD00000034,PROD000750,2455000.0,2,4910000.0
ORD00000035,PROD000171,4910000.0,2,9820000.0
ORD00000035,PROD001096,1572000.0,1,1572000.0
ORD00000035,PROD001535,806000.0,3,2418000.0
ORD00000035,PROD000808,3685000.0,2,7370000.0
ORD00000036,PROD000566,2985000.0,1,2985000.0
ORD00000036,PROD001959,4793000.0,3,14379000.0
ORD00000037,PROD000970,4622000.0,2,9244000.0
ORD00000037,PROD001357,4762000.0,1,4762000.0
ORD00000037,PROD000741,4857000.0,1,4857000.0
ORD00000038,PROD001770,572000.0,2,1144000.0
ORD00000038,PROD000630,4853000.0,1,4853000.0
ORD00000038,PROD001122,3358000.0,1,3358000.0
ORD00000039,PROD000336,2639000.0,2,5278000.0
ORD00000039,PROD000036,4431000.0,2,8862000.0
ORD00000039,PROD001317,443000.0,1,443000.0
ORD00000040,PROD001756,3693000.0,3,11079000.0
ORD00000041,PROD001059,3544000.0,2,7088000.0
ORD00000041,PROD000048,1283000.0,2,2566000.0
ORD00000041,PROD000712,2074000.0,1,2074000.0
ORD00000041,PROD000090,3123000.0,1,3123000.0
ORD00000041,PROD000637,2700000.0,1,2700000.0
ORD00000042,PROD001524,457000.0,3,1371000.0
ORD00000042,PROD001018,4606000.0,1,4606000.0
ORD00000042,PROD000789,277000.0,1,277000.0
ORD00000042,PROD000415,2770000.0,1,2770000.0
ORD00000042,PROD000216,124000.0,3,372000.0
ORD00000043,PROD000430,2200000.0,2,4400000.0
ORD00000044,PROD001685,2238000.0,2,4476000.0
ORD00000044,PROD000094,3027000.0,3,9081000.0
ORD00000044,PROD001811,4392000.0,1,4392000.0
ORD00000044,PROD001539,2872000.0,1,2872000.0
ORD00000044,PROD001192,1099000.0,3,3297000.0
ORD00000045,PROD000698,1517000.0,1,1517000.0
ORD00000045,PROD000047,1695000.0,2,3390000.0
ORD00000045,PROD001144,846000.0,3,2538000.0
ORD00000045,PROD001071,3138000.0,3,9414000.0
ORD00000046,PROD001132,3505000.0,3,10515000.0
ORD00000047,PROD000515,3895000.0,2,7790000.0
ORD00000047,PROD000406,2220000.0,2,4440000.0
ORD00000047,PROD000917,3208000.0,2,6416000.0
ORD00000047,PROD000373,2211000.0,2,4422000.0
ORD00000048,PROD001371,583000.0,2,1166000.0
ORD00000048,PROD000437,2902000.0,2,5804000.0
ORD00000048,PROD000333,310000.0,1,310000.0
ORD00000049,PROD000041,2654000.0,2,5308000.0
ORD00000049,PROD001398,852000.0,3,2556000.0
ORD00000049,PROD001414,2888000.0,1,2888000.0
ORD00000049,PROD001428,1897000.0,3,5691000.0
ORD00000050,PROD001687,4884000.0,1,4884000.0
ORD00000050,PROD001901,2933000.0,1,2933000.0
ORD00000050,PROD001928,4632000.0,3,13896000.0
ORD00000051,PROD001110,4433000.0,2,8866000.0
ORD00000051,PROD000021,486000.0,2,972000.0
ORD00000051,PROD001513,3284000.0,2,6568000.0
ORD00000052,PROD000773,1869000.0,2,3738000.0
ORD00000053,PROD001767,1428000.0,2,2856000.0
ORD00000053,PROD000192,4324000.0,1,4324000.0
ORD00000053,PROD001804,1313000.0,2,2626000.0
ORD00000053,PROD000862,4879000.0,2,9758000.0
ORD00000053,PROD001036,720000.0,3,2160000.0
ORD00000054,PROD000281,4264000.0,3,12792000.0
ORD00000055,PROD001038,1951000.0,1,1951000.0
ORD00000055,PROD000771,527000.0,3,1581000.0
ORD00000055,PROD000946,4409000.0,1,4409000.0
ORD00000055,PROD000315,1188000.0,2,2376000.0
ORD00000056,PROD000209,3437000.0,1,3437000.0
ORD00000056,PROD000950,2436000.0,1,2436000.0
ORD00000056,PROD001546,2193000.0,3,6579000.0
ORD00000056,PROD000986,4531000.0,3,13593000.0
ORD00000057,PROD000608,3352000.0,1,3352000.0
ORD00000057,PROD001031,1554000.0,2,3108000.0
ORD00000057,PROD000786,3965000.0,1,3965000.0
ORD00000057,PROD000532,4783000.0,2,9566000.0
ORD00000058,PROD000854,1170000.0,2,2340000.0
ORD00000058,PROD000514,4708000.0,1,4708000.0
ORD00000058,PROD000022,4293000.0,2,8586000.0
ORD00000058,PROD001337,2541000.0,2,5082000.0
ORD00000059,PROD001489,1516000.0,3,4548000.0
ORD00000059,PROD001981,2257000.0,2,4514000.0
ORD00000060,PROD000884,3933000.0,3,11799000.0
ORD00000060,PROD000107,3905000.0,2,7810000.0
ORD00000060,PROD001422,164000.0,1,164000.0
ORD00000060,PROD000806,4674000.0,3,14022000.0
ORD00000060,PROD001422,164000.0,2,328000.0
ORD00000061,PROD000410,2887000.0,3,8661000.0
ORD00000061,PROD001221,3480000.0,2,6960000.0
ORD00000061,PROD000644,429000.0,1,429000.0
ORD00000061,PROD000843,625000.0,2,1250000.0
ORD00000062,PROD001202,2308000.0,3,6924000.0
ORD00000063,PROD001536,2606000.0,1,2606000.0
ORD00000063,PROD000123,598000.0,3,1794000.0
ORD00000063,PROD000988,3928000.0,1,3928000.0
ORD00000063,PROD001701,2754000.0,2,5508000.0
ORD00000064,PROD000323,496000.0,3,1488000.0
ORD00000064,PROD000762,3045000.0,1,3045000.0
ORD00000064,PROD000828,3941000.0,3,11823000.0
ORD00000065,PROD000384,3138000.0,1,3138000.0
ORD00000065,PROD001530,4737000.0,2,9474000.0
ORD00000066,PROD001015,4655000.0,1,4655000.0
ORD00000066,PROD001779,1979000.0,1,1979000.0
ORD00000066,PROD001888,2564000.0,1,2564000.0
ORD00000067,PROD001928,4632000.0,1,4632000.0
ORD00000068,PROD001747,1850000.0,1,1850000.0
ORD00000068,PROD000903,2241000.0,1,2241000.0
ORD00000069,PROD001519,3959000.0,2,7918000.0
ORD00000070,PROD000666,1422000.0,1,1422000.0
ORD00000070,PROD000461,124000.0,1,124000.0
ORD00000070,PROD000370,2503000.0,3,7509000.0
ORD00000070,PROD000328,1425000.0,3,4275000.0
ORD00000070,PROD000713,3939000.0,3,11817000.0
ORD00000071,PROD001688,3456000.0,1,3456000.0
ORD00000071,PROD001320,779000.0,2,1558000.0
ORD00000071,PROD001002,1297000.0,2,2594000.0
ORD00000072,PROD000858,4524000.0,3,13572000.0
ORD00000073,PROD001219,3331000.0,1,3331000.0
ORD00000073,PROD001852,860000.0,2,1720000.0
ORD00000074,PROD001841,1978000.0,1,1978000.0
ORD00000074,PROD000423,816000.0,1,816000.0
ORD00000075,PROD000705,336000.0,1,336000.0
ORD00000075,PROD000233,3260000.0,3,9780000.0
ORD00000075,PROD001812,166000.0,3,498000.0
ORD00000076,PROD001190,214000.0,3,642000.0
ORD00000076,PROD001656,3559000.0,3,10677000.0
ORD00000076,PROD001278,3292000.0,1,3292000.0
ORD00000076,PROD001793,4974000.0,1,4974000.0
ORD00000077,PROD001322,3009000.0,1,3009000.0
ORD00000077,PROD001542,2047000.0,2,4094000.0
ORD00000077,PROD000910,1896000.0,2,3792000.0
ORD00000077,PROD001859,1549000.0,3,4647000.0
ORD00000077,PROD000242,4256000.0,1,4256000.0
ORD00000078,PROD001857,1687000.0,1,1687000.0
ORD00000079,PROD000811,1997000.0,2,3994000.0
ORD00000079,PROD000987,442000.0,2,884000.0
ORD00000080,PROD000785,683000.0,1,683000.0
ORD00000080,PROD001838,1099000.0,1,1099000.0
ORD00000080,PROD001437,4083000.0,1,4083000.0
ORD00000081,PROD001352,1318000.0,3,3954000.0
ORD00000081,PROD001849,2783000.0,2,5566000.0
ORD00000082,PROD000727,3907000.0,1,3907000.0
ORD00000082,PROD001475,4942000.0,1,4942000.0
ORD00000082,PROD000614,264000.0,1,264000.0
ORD00000083,PROD001995,4038000.0,1,4038000.0
ORD00000083,PROD001762,1988000.0,1,1988000.0
ORD00000083,PROD001117,1623000.0,1,1623000.0
ORD00000083,PROD001435,2245000.0,3,6735000.0
ORD00000083,PROD001508,1490000.0,1,1490000.0
ORD00000084,PROD001970,4664000.0,1,4664000.0
ORD00000084,PROD001552,4552000.0,1,4552000.0
ORD00000085,PROD001363,4954000.0,2,9908000.0
ORD00000085,PROD000564,4298000.0,1,4298000.0
ORD00000085,PROD000684,2130000.0,3,6390000.0
ORD00000085,PROD001506,432000.0,3,1296000.0
ORD00000085,PROD000352,4790000.0,2,9580000.0
ORD00000086,PROD001349,3533000.0,3,10599000.0
ORD00000086,PROD001893,2219000.0,1,2219000.0
ORD00000087,PROD000376,4924000.0,2,9848000.0
ORD00000087,PROD000376,4924000.0,2,9848000.0
ORD00000088,PROD001804,1313000.0,1,1313000.0
ORD00000088,PROD001624,1054000.0,1,1054000.0
ORD00000088,PROD000589,25000.0,3,75000.0
ORD00000089,PROD000082,3338000.0,1,3338000.0
ORD00000089,PROD001882,2180000.0,2,4360000.0
ORD00000089,PROD000108,2027000.0,3,6081000.0
ORD00000089,PROD000137,610000.0,2,1220000.0
ORD00000090,PROD001178,4433000.0,1,4433000.0
ORD00000091,PROD000178,1796000.0,3,5388000.0
ORD00000092,PROD000657,1248000.0,2,2496000.0
ORD00000093,PROD001461,3729000.0,2,7458000.0
ORD00000093,PROD000468,4559000.0,2,9118000.0
ORD00000093,PROD000185,4128000.0,2,8256000.0
ORD00000093,PROD001350,3334000.0,1,3334000.0
ORD00000093,PROD001379,881000.0,1,881000.0
ORD00000094,PROD000614,264000.0,1,264000.0
ORD00000094,PROD001466,1220000.0,1,1220000.0
ORD00000094,PROD000239,3121000.0,3,9363000.0
ORD00000094,PROD000963,4438000.0,3,13314000.0
ORD00000095,PROD001619,3425000.0,2,6850000.0
ORD00000095,PROD001997,392000.0,1,392000.0
ORD00000096,PROD000904,2000000.0,1,2000000.0
ORD00000096,PROD001712,4415000.0,2,8830000.0
ORD00000096,PROD000354,2146000.0,2,4292000.0
ORD00000096,PROD000588,3159000.0,3,9477000.0
ORD00000096,PROD001581,1281000.0,2,2562000.0
ORD00000097,PROD001688,3456000.0,2,6912000.0
ORD00000097,PROD001559,4997000.0,1,4997000.0
ORD00000097,PROD001583,2432000.0,3,7296000.0
ORD00000097,PROD001725,3658000.0,1,3658000.0
ORD00000097,PROD000576,4270000.0,3,12810000.0
ORD00000098,PROD001220,1724000.0,2,3448000.0
ORD00000099,PROD001488,196000.0,2,392000.0
ORD00000099,PROD001236,1187000.0,1,1187000.0
ORD00000099,PROD000067,1785000.0,3,5355000.0
ORD00000099,PROD000160,1848000.0,2,3696000.0
ORD00000100,PROD001035,483000.0,3,1449000.0
ORD00000100,PROD000105,551000.0,2,1102000.0
ORD00000100,PROD001542,2047000.0,2,4094000.0
ORD00000100,PROD001973,404000.0,2,808000.0
ORD00000101,PROD001134,3305000.0,1,3305000.0
ORD00000101,PROD001064,4849000.0,2,9698000.0
ORD00000101,PROD001529,3972000.0,3,11916000.0
ORD00000101,PROD000928,1907000.0,2,3814000.0
ORD00000102,PROD001331,4469000.0,3,13407000.0
ORD00000102,PROD000745,3071000.0,2,6142000.0
ORD00000102,PROD000692,4473000.0,1,4473000.0
ORD00000102,PROD000547,3820000.0,2,7640000.0
ORD00000103,PROD000965,2433000.0,3,7299000.0
ORD00000103,PROD001911,4690000.0,1,4690000.0
ORD00000103,PROD000841,4553000.0,2,9106000.0
ORD00000103,PROD001316,2650000.0,2,5300000.0
ORD00000104,PROD001385,1599000.0,3,4797000.0
ORD00000104,PROD000096,4906000.0,2,9812000.0
ORD00000104,PROD000850,4966000.0,1,4966000.0
ORD00000105,PROD001520,1576000.0,2,3152000.0
ORD00000106,PROD001423,3628000.0,2,7256000.0
ORD00000107,PROD000061,1995000.0,2,3990000.0
ORD00000107,PROD001562,671000.0,1,671000.0
ORD00000107,PROD001907,3524000.0,3,10572000.0
ORD00000107,PROD000031,1327000.0,2,2654000.0
ORD00000108,PROD000246,3587000.0,3,10761000.0
ORD00000108,PROD000316,439000.0,2,878000.0
ORD00000108,PROD001439,4291000.0,2,8582000.0
ORD00000108,PROD001978,2727000.0,1,2727000.0
ORD00000109,PROD001251,2826000.0,2,5652000.0
ORD00000109,PROD000324,2242000.0,1,2242000.0
ORD00000109,PROD001097,926000.0,3,2778000.0
ORD00000110,PROD001418,3428000.0,1,3428000.0
ORD00000110,PROD001251,2826000.0,2,5652000.0
ORD00000110,PROD000368,1922000.0,1,1922000.0
ORD00000110,PROD000900,4339000.0,1,4339000.0
ORD00000110,PROD001087,4450000.0,1,4450000.0
ORD00000111,PROD001663,676000.0,1,676000.0
ORD00000111,PROD000955,2877000.0,3,8631000.0
ORD00000112,PROD000704,3704000.0,3,11112000.0
ORD00000113,PROD000191,255000.0,2,510000.0
ORD00000113,PROD000235,1644000.0,2,3288000.0
ORD00000113,PROD000845,1285000.0,3,3855000.0
ORD00000113,PROD000417,1825000.0,1,1825000.0
ORD00000113,PROD001061,3335000.0,3,10005000.0
ORD00000114,PROD001127,3478000.0,1,3478000.0
ORD00000114,PROD001706,1997000.0,2,3994000.0
ORD00000114,PROD000669,138000.0,1,138000.0
ORD00000114,PROD000302,540000.0,3,1620000.0
ORD00000115,PROD001106,242000.0,1,242000.0
ORD00000115,PROD001473,2508000.0,3,7524000.0
ORD00000115,PROD000789,277000.0,1,277000.0
ORD00000115,PROD000803,3701000.0,1,3701000.0
ORD00000116,PROD001890,2130000.0,2,4260000.0
ORD00000116,PROD000552,162000.0,1,162000.0
ORD00000117,PROD000366,511000.0,1,511000.0
ORD00000118,PROD000185,4128000.0,1,4128000.0
ORD00000118,PROD000940,1409000.0,2,2818000.0
ORD00000118,PROD001863,714000.0,2,1428000.0
ORD00000118,PROD000512,1542000.0,3,4626000.0
ORD00000118,PROD000002,3437000.0,1,3437000.0
ORD00000119,PROD000456,3231000.0,3,9693000.0
ORD00000119,PROD001544,4506000.0,1,4506000.0
ORD00000119,PROD001618,3419000.0,2,6838000.0
ORD00000120,PROD000926,4248000.0,2,8496000.0
ORD00000120,PROD001924,4195000.0,3,12585000.0
ORD00000120,PROD001968,1504000.0,1,1504000.0
ORD00000120,PROD000826,4407000.0,2,8814000.0
ORD00000120,PROD000836,1059000.0,2,2118000.0
ORD00000121,PROD001949,1113000.0,2,2226000.0
ORD00000122,PROD000816,4100000.0,1,4100000.0
ORD00000122,PROD001943,4585000.0,3,13755000.0
ORD00000122,PROD001828,3241000.0,2,6482000.0
ORD00000122,PROD001347,1119000.0,1,1119000.0
ORD00000123,PROD001139,3866000.0,3,11598000.0
ORD00000123,PROD001252,1971000.0,1,1971000.0
ORD00000123,PROD000026,2935000.0,2,5870000.0
ORD00000123,PROD000354,2146000.0,1,2146000.0
ORD00000124,PROD000174,4684000.0,1,4684000.0
ORD00000124,PROD000825,4470000.0,1,4470000.0
ORD00000124,PROD000610,4978000.0,1,4978000.0
ORD00000124,PROD001905,4531000.0,2,9062000.0
ORD00000124,PROD001960,4266000.0,2,8532000.0
ORD00000125,PROD001058,2979000.0,3,8937000.0
ORD00000125,PROD000963,4438000.0,1,4438000.0
ORD00000126,PROD000608,3352000.0,1,3352000.0
ORD00000126,PROD000114,1087000.0,3,3261000.0
ORD00000127,PROD001145,1915000.0,3,5745000.0
ORD00000127,PROD001887,2418000.0,1,2418000.0
ORD00000127,PROD000824,4150000.0,3,12450000.0
ORD00000128,PROD000838,3102000.0,1,3102000.0
ORD00000128,PROD000882,3253000.0,3,9759000.0
ORD00000128,PROD001552,4552000.0,3,13656000.0
ORD00000128,PROD001315,4593000.0,2,9186000.0
ORD00000129,PROD000652,2948000.0,1,2948000.0
ORD00000129,PROD001345,632000.0,1,632000.0
ORD00000130,PROD000151,249000.0,2,498000.0
ORD00000130,PROD000717,2697000.0,1,2697000.0
ORD00000131,PROD001480,2859000.0,1,2859000.0
ORD00000131,PROD000397,4711000.0,1,4711000.0
ORD00000131,PROD001499,3144000.0,1,3144000.0
ORD00000131,PROD001745,4953000.0,2,9906000.0
ORD00000131,PROD001127,3478000.0,3,10434000.0
ORD00000132,PROD000135,4038000.0,1,4038000.0
ORD00000132,PROD000659,2771000.0,1,2771000.0
ORD00000132,PROD001611,1020000.0,2,2040000.0
ORD00000133,PROD000711,1365000.0,1,1365000.0
ORD00000133,PROD001990,917000.0,2,1834000.0
ORD00000133,PROD001144,846000.0,2,1692000.0
ORD00000133,PROD001116,2787000.0,3,8361000.0
ORD00000133,PROD000658,3374000.0,2,6748000.0
ORD00000134,PROD001325,3598000.0,2,7196000.0
ORD00000135,PROD001469,4387000.0,2,8774000.0
ORD00000136,PROD000050,659000.0,3,1977000.0
ORD00000136,PROD001575,3148000.0,1,3148000.0
ORD00000136,PROD000489,3305000.0,3,9915000.0
ORD00000136,PROD001136,631000.0,2,1262000.0
ORD00000136,PROD001352,1318000.0,2,2636000.0
ORD00000137,PROD000579,4826000.0,3,14478000.0
ORD00000137,PROD001776,149000.0,1,149000.0
ORD00000137,PROD000271,2627000.0,1,2627000.0
ORD00000137,PROD000960,1399000.0,2,2798000.0
ORD00000138,PROD000990,4056000.0,1,4056000.0
ORD00000138,PROD001222,765000.0,1,765000.0
ORD00000138,PROD000085,3541000.0,3,10623000.0
ORD00000138,PROD001466,1220000.0,1,1220000.0
ORD00000138,PROD001228,1563000.0,3,4689000.0
ORD00000139,PROD001395,2488000.0,1,2488000.0
ORD00000139,PROD000776,4967000.0,1,4967000.0
ORD00000140,PROD000382,640000.0,3,1920000.0
ORD00000140,PROD000067,1785000.0,2,3570000.0
ORD00000141,PROD000978,440000.0,2,880000.0
ORD00000141,PROD000984,2972000.0,3,8916000.0
ORD00000141,PROD001769,3045000.0,3,9135000.0
ORD00000141,PROD001882,2180000.0,3,6540000.0
ORD00000142,PROD000695,2009000.0,3,6027000.0
ORD00000142,PROD001795,83000.0,2,166000.0
ORD00000142,PROD000836,1059000.0,1,1059000.0
ORD00000142,PROD000369,4976000.0,1,4976000.0
ORD00000142,PROD000770,3070000.0,1,3070000.0
ORD00000143,PROD001858,4260000.0,2,8520000.0
ORD00000143,PROD000822,1939000.0,1,1939000.0
ORD00000143,PROD000806,4674000.0,1,4674000.0
ORD00000143,PROD000889,497000.0,1,497000.0
ORD00000143,PROD001817,1973000.0,3,5919000.0
ORD00000144,PROD001202,2308000.0,1,2308000.0
ORD00000144,PROD001650,1370000.0,3,4110000.0
ORD00000145,PROD001572,260000.0,2,520000.0
ORD00000145,PROD001426,2935000.0,3,8805000.0
ORD00000146,PROD000882,3253000.0,1,3253000.0
ORD00000146,PROD001879,351000.0,2,702000.0
ORD00000146,PROD001355,664000.0,2,1328000.0
ORD00000146,PROD001950,456000.0,1,456000.0
ORD00000146,PROD001972,3790000.0,3,11370000.0
ORD00000147,PROD001472,1130000.0,3,3390000.0
ORD00000148,PROD000322,2385000.0,1,2385000.0
ORD00000148,PROD000306,88000.0,1,88000.0
ORD00000148,PROD000645,4456000.0,3,13368000.0
ORD00000148,PROD001986,515000.0,2,1030000.0
ORD00000149,PROD001552,4552000.0,2,9104000.0
ORD00000149,PROD000832,1733000.0,1,1733000.0
ORD00000150,PROD000139,753000.0,2,1506000.0
ORD00000151,PROD000867,3561000.0,1,3561000.0
ORD00000151,PROD000127,1800000.0,2,3600000.0
ORD00000151,PROD000154,3037000.0,1,3037000.0
ORD00000152,PROD000438,1223000.0,1,1223000.0
ORD00000152,PROD001393,3607000.0,2,7214000.0
ORD00000152,PROD001423,3628000.0,2,7256000.0
ORD00000153,PROD001306,1634000.0,3,4902000.0
ORD00000153,PROD001736,4068000.0,3,12204000.0
ORD00000153,PROD000677,4801000.0,2,9602000.0
ORD00000153,PROD001135,4535000.0,1,4535000.0
ORD00000153,PROD001014,4949000.0,2,9898000.0
ORD00000154,PROD001988,223000.0,1,223000.0
ORD00000154,PROD001422,164000.0,2,328000.0
ORD00000155,PROD001155,4977000.0,1,4977000.0
ORD00000156,PROD001431,16000.0,2,32000.0
ORD00000156,PROD000431,880000.0,3,2640000.0
ORD00000156,PROD000830,2208000.0,2,4416000.0
ORD00000156,PROD001888,2564000.0,1,2564000.0
ORD00000156,PROD001671,3747000.0,2,7494000.0
ORD00000157,PROD000970,4622000.0,1,4622000.0
ORD00000157,PROD000459,4178000.0,3,12534000.0
ORD00000157,PROD000096,4906000.0,1,4906000.0
ORD00000157,PROD001179,1985000.0,1,1985000.0
ORD00000158,PROD000284,710000.0,1,710000.0
ORD00000158,PROD001014,4949000.0,3,14847000.0
ORD00000158,PROD000306,88000.0,3,264000.0
ORD00000159,PROD001837,1444000.0,2,2888000.0
ORD00000159,PROD000894,2946000.0,3,8838000.0
ORD00000160,PROD001616,2328000.0,2,4656000.0
ORD00000160,PROD000438,1223000.0,3,3669000.0
ORD00000160,PROD001281,3232000.0,3,9696000.0
ORD00000160,PROD000921,2851000.0,2,5702000.0
ORD00000161,PROD001896,1057000.0,2,2114000.0
ORD00000162,PROD001631,428000.0,2,856000.0
ORD00000162,PROD001491,750000.0,1,750000.0
ORD00000162,PROD001491,750000.0,1,750000.0
ORD00000162,PROD000038,4355000.0,3,13065000.0
ORD00000162,PROD001601,4727000.0,2,9454000.0
ORD00000163,PROD001726,4490000.0,1,4490000.0
ORD00000164,PROD000580,134000.0,3,402000.0
ORD00000165,PROD001203,1922000.0,3,5766000.0
ORD00000165,PROD001534,4362000.0,3,13086000.0
ORD00000166,PROD001821,1895000.0,2,3790000.0
ORD00000166,PROD000030,2367000.0,2,4734000.0
ORD00000166,PROD000293,3406000.0,2,6812000.0
ORD00000166,PROD000444,2776000.0,1,2776000.0
ORD00000166,PROD000527,4141000.0,2,8282000.0
ORD00000167,PROD001152,2403000.0,2,4806000.0
ORD00000167,PROD001434,2487000.0,1,2487000.0
ORD00000167,PROD001519,3959000.0,3,11877000.0
ORD00000168,PROD000354,2146000.0,3,6438000.0
ORD00000168,PROD000331,2651000.0,2,5302000.0
ORD00000168,PROD000815,2699000.0,3,8097000.0
ORD00000169,PROD000420,1341000.0,2,2682000.0
ORD00000169,PROD000119,3290000.0,2,6580000.0
ORD00000170,PROD001430,2405000.0,3,7215000.0
ORD00000170,PROD000524,641000.0,3,1923000.0
ORD00000171,PROD000802,1433000.0,1,1433000.0
ORD00000171,PROD000878,4091000.0,3,12273000.0
ORD00000171,PROD001588,219000.0,2,438000.0
ORD00000172,PROD000104,4767000.0,3,14301000.0
ORD00000173,PROD001845,725000.0,2,1450000.0
ORD00000173,PROD000833,1278000.0,2,2556000.0
ORD00000173,PROD001940,408000.0,2,816000.0
